record_id,animal_id,species,breed,age_years,gender,weight_kg,body_temperature_c,symptoms,clinical_signs,disease,risk_score,risk_level,possible_risks,recommendation,status,report_date,village,taluka,district,state,owner_name,image_class_folder
HR0258,DS194,Cow,Khillar,8.5,Female,387,38.2,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-28,Phaltan,Phaltan,Satara,Maharashtra,Sunita Deshmukh,Disease_Images/Healthy
HR0259,DS195,Cow,Sahiwal,3.8,Male,312,40.6,skin problem;fever;loss of appetite;weakness,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-09-17,Shirol,Shirol,Kolhapur,Maharashtra,Dattatray Salunkhe,Disease_Images/Lumpy_Skin_Disease
HR0260,DS196,Cow,Deoni,5.7,Male,389,38.3,skin problem,Patchy hair loss with dry scales on shoulder,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-07-29,Phaltan,Phaltan,Satara,Maharashtra,Mangal Chavan,Disease_Images/Ringworm
HR0261,DS197,Buffalo,Jaffarabadi,5.8,Female,481,38.6,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-15,Phaltan,Phaltan,Satara,Maharashtra,Sunita Kale,Disease_Images/Healthy
HR0262,DS198,Buffalo,Jaffarabadi,4.6,Female,415,38.1,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-12,Sangamner,Sangamner,Ahmednagar,Maharashtra,Balasaheb Bhosale,Disease_Images/Healthy
HR0263,DS199,Cow,Holstein Friesian,3.3,Female,353,40.5,skin problem;fever;loss of appetite,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,75,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-08-20,Phaltan,Phaltan,Satara,Maharashtra,Lata Bhosale,Disease_Images/Lumpy_Skin_Disease
HR0264,DS199,Cow,Holstein Friesian,3.3,Female,353,38.9,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-10,Phaltan,Phaltan,Satara,Maharashtra,Lata Bhosale,Disease_Images/Healthy
HR0265,DS200,Cow,Jersey,5.4,Female,424,39.0,skin problem,"Grey crusty round lesions around eyes, mild itching",Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Open,2026-08-28,Sangamner,Sangamner,Ahmednagar,Maharashtra,Rajesh Kale,Disease_Images/Ringworm
HR0266,DS200,Cow,Jersey,5.4,Female,424,38.2,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-05,Sangamner,Sangamner,Ahmednagar,Maharashtra,Rajesh Kale,Disease_Images/Healthy
HR0267,DS201,Cow,Jersey,6.3,Male,486,39.7,skin problem;fever;weakness,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,62,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-07-20,Baramati,Baramati,Pune,Maharashtra,Ramesh Kadam,Disease_Images/Lumpy_Skin_Disease
HR0268,DS201,Cow,Jersey,6.3,Male,486,38.5,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-30,Baramati,Baramati,Pune,Maharashtra,Ramesh Kadam,Disease_Images/Healthy
HR0269,DS202,Cow,Holstein Friesian,1.5,Male,395,39.9,skin problem;fever;weakness,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,62,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-07-10,Miraj,Miraj,Sangli,Maharashtra,Sunita Bhosale,Disease_Images/Lumpy_Skin_Disease
HR0270,DS202,Cow,Holstein Friesian,1.5,Male,395,38.2,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-20,Miraj,Miraj,Sangli,Maharashtra,Sunita Bhosale,Disease_Images/Healthy
HR0271,DS203,Cow,Crossbred,3.1,Male,397,38.1,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-17,Shirur,Shirur,Pune,Maharashtra,Bhagwan Bhosale,Disease_Images/Healthy
HR0272,DS204,Cow,Deoni,3.8,Male,479,40.4,skin problem;loss of appetite,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,50,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Needs Review,2026-08-02,Shirol,Shirol,Kolhapur,Maharashtra,Kavita Shinde,Disease_Images/Lumpy_Skin_Disease
HR0273,DS205,Cow,Crossbred,2.3,Female,409,40.7,fever;reduced milk production;weakness,Vesicles and erosions in mouth and between hooves; drooling; lameness,Foot_Mouth_Disease,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Open,2026-05-25,Niphad,Niphad,Nashik,Maharashtra,Sachin Kale,Disease_Images/Foot_Mouth_Disease
HR0274,DS206,Buffalo,Murrah,1.0,Female,455,38.9,skin problem,Patchy hair loss with dry scales on shoulder,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Open,2026-07-17,Sinnar,Sinnar,Nashik,Maharashtra,Sanjay Jadhav,Disease_Images/Ringworm
HR0275,DS206,Buffalo,Murrah,1.0,Female,455,38.2,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-03,Sinnar,Sinnar,Nashik,Maharashtra,Sanjay Jadhav,Disease_Images/Healthy
HR0276,DS207,Cow,Jersey,3.9,Female,373,39.8,skin problem;fever;loss of appetite;reduced milk production;weakness,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,99,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-06-02,Kagal,Kagal,Kolhapur,Maharashtra,Mangal Jadhav,Disease_Images/Lumpy_Skin_Disease
HR0277,DS208,Cow,Sahiwal,2.6,Female,448,38.3,skin problem,Circular hairless scaly patches on face and neck,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Open,2026-05-03,Rahuri,Rahuri,Ahmednagar,Maharashtra,Sopan Bhosale,Disease_Images/Ringworm
HR0278,DS209,Buffalo,Nili-Ravi,9.4,Female,500,39.9,fever;loss of appetite,"Excess salivation, smacking lips, blisters on tongue, reluctant to walk",Foot_Mouth_Disease,50,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-07-27,Sangamner,Sangamner,Ahmednagar,Maharashtra,Balasaheb Kadam,Disease_Images/Foot_Mouth_Disease
HR0279,DS209,Buffalo,Nili-Ravi,9.4,Female,500,38.6,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-07,Sangamner,Sangamner,Ahmednagar,Maharashtra,Balasaheb Kadam,Disease_Images/Healthy
HR0280,DS210,Cow,Red Kandhari,7.0,Female,315,38.7,skin problem,Circular hairless scaly patches on face and neck,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-08-04,Shirol,Shirol,Kolhapur,Maharashtra,Sachin Chavan,Disease_Images/Ringworm
HR0281,DS210,Cow,Red Kandhari,7.0,Female,315,38.4,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-15,Shirol,Shirol,Kolhapur,Maharashtra,Sachin Chavan,Disease_Images/Healthy
HR0282,DS211,Buffalo,Pandharpuri,6.3,Female,588,39.8,reduced milk production,"Hard quarter of udder, flakes in milk, kicks when milked",Mastitis,12,Low,General health concern,Continue preventive care and monitor for new symptoms.,Open,2026-06-16,Junnar,Junnar,Pune,Maharashtra,Sopan Chavan,Disease_Images/Mastitis
HR0283,DS211,Buffalo,Pandharpuri,6.3,Female,588,38.1,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-28,Junnar,Junnar,Pune,Maharashtra,Sopan Chavan,Disease_Images/Healthy
HR0284,DS212,Buffalo,Jaffarabadi,9.2,Female,457,40.1,fever;loss of appetite;weakness;skin problem,"Excess salivation, smacking lips, blisters on tongue, reluctant to walk",Foot_Mouth_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Needs Review,2026-07-31,Sangamner,Sangamner,Ahmednagar,Maharashtra,Nitin Pawar,Disease_Images/Foot_Mouth_Disease
HR0285,DS213,Sheep,Deccani,8.1,Female,41,38.3,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-05,Phaltan,Phaltan,Satara,Maharashtra,Vijay Gaikwad,Disease_Images/Healthy
HR0286,DS214,Cow,Holstein Friesian,4.5,Female,451,38.6,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-01,Miraj,Miraj,Sangli,Maharashtra,Anita Shinde,Disease_Images/Healthy
HR0287,DS215,Cow,Khillar,4.5,Female,477,40.1,reduced milk production;fever;weakness,Udder swelling with reduced milk yield and mild fever,Mastitis,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Verified,2026-07-16,Baramati,Baramati,Pune,Maharashtra,Nitin Patil,Disease_Images/Mastitis
HR0288,DS215,Cow,Khillar,4.5,Female,477,38.9,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-25,Baramati,Baramati,Pune,Maharashtra,Nitin Patil,Disease_Images/Healthy
HR0289,DS216,Cow,Sahiwal,3.5,Female,318,41.1,fever;loss of appetite;reduced milk production,"Painful hooves, mouth ulcers, sudden drop in milk yield",Foot_Mouth_Disease,62,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-09-01,Pandharpur,Pandharpur,Solapur,Maharashtra,Bhagwan Salunkhe,Disease_Images/Foot_Mouth_Disease
HR0290,DS216,Cow,Sahiwal,3.5,Female,318,38.1,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-12,Pandharpur,Pandharpur,Solapur,Maharashtra,Bhagwan Salunkhe,Disease_Images/Healthy
HR0291,DS217,Buffalo,Jaffarabadi,10.9,Male,536,38.3,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-09,Baramati,Baramati,Pune,Maharashtra,Mangal Chavan,Disease_Images/Healthy
HR0292,DS218,Cow,Red Kandhari,3.7,Female,337,40.4,reduced milk production;fever;loss of appetite;weakness,Swollen hot painful udder; clotted or watery milk,Mastitis,74,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-06-22,Karad,Karad,Satara,Maharashtra,Nitin Deshmukh,Disease_Images/Mastitis
HR0293,DS218,Cow,Red Kandhari,3.7,Female,337,38.5,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-01,Karad,Karad,Satara,Maharashtra,Nitin Deshmukh,Disease_Images/Healthy
HR0294,DS219,Cow,Gir,3.0,Female,321,40.5,fever;reduced milk production;weakness,"Painful hooves, mouth ulcers, sudden drop in milk yield",Foot_Mouth_Disease,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Verified,2026-08-09,Sinnar,Sinnar,Nashik,Maharashtra,Ramesh Gaikwad,Disease_Images/Foot_Mouth_Disease
HR0295,DS219,Cow,Gir,3.0,Female,321,38.3,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-18,Sinnar,Sinnar,Nashik,Maharashtra,Ramesh Gaikwad,Disease_Images/Healthy
HR0296,DS220,Cow,Holstein Friesian,1.3,Female,333,40.8,loss of appetite;reduced milk production;weakness,"Excess salivation, smacking lips, blisters on tongue, reluctant to walk",Foot_Mouth_Disease,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Open,2026-09-12,Rahuri,Rahuri,Ahmednagar,Maharashtra,Anita Pawar,Disease_Images/Foot_Mouth_Disease
HR0297,DS220,Cow,Holstein Friesian,1.3,Female,333,38.1,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-20,Rahuri,Rahuri,Ahmednagar,Maharashtra,Anita Pawar,Disease_Images/Healthy
HR0298,DS221,Cow,Holstein Friesian,5.3,Male,504,38.1,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-12,Kagal,Kagal,Kolhapur,Maharashtra,Sunita Jadhav,Disease_Images/Healthy
HR0299,DS222,Buffalo,Nili-Ravi,2.1,Female,441,38.0,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-30,Sinnar,Sinnar,Nashik,Maharashtra,Kavita Chavan,Disease_Images/Healthy
HR0300,DS223,Goat,Osmanabadi,7.9,Male,52,38.2,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-14,Sangamner,Sangamner,Ahmednagar,Maharashtra,Ganesh Deshmukh,Disease_Images/Healthy
HR0301,DS224,Cow,Red Kandhari,2.6,Female,467,40.6,skin problem;fever;loss of appetite;reduced milk production,"Skin nodules with scabs, reduced movement, watery eyes",Lumpy_Skin_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-07-18,Karad,Karad,Satara,Maharashtra,Anita Patil,Disease_Images/Lumpy_Skin_Disease
HR0302,DS225,Buffalo,Murrah,6.2,Male,496,38.7,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-28,Shirur,Shirur,Pune,Maharashtra,Suresh Bhosale,Disease_Images/Healthy
HR0303,DS226,Cow,Deoni,9.5,Female,332,39.2,skin problem,Circular hairless scaly patches on face and neck,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-09-19,Sangamner,Sangamner,Ahmednagar,Maharashtra,Anita More,Disease_Images/Ringworm
HR0304,DS227,Cow,Deoni,7.9,Female,479,39.9,skin problem;fever;loss of appetite,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,75,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-09-06,Miraj,Miraj,Sangli,Maharashtra,Mangal Gaikwad,Disease_Images/Lumpy_Skin_Disease
HR0305,DS227,Cow,Deoni,7.9,Female,479,38.9,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-15,Miraj,Miraj,Sangli,Maharashtra,Mangal Gaikwad,Disease_Images/Healthy
HR0306,DS228,Buffalo,Jaffarabadi,3.6,Male,561,40.2,skin problem;fever;reduced milk production;weakness,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,74,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-09-04,Phaltan,Phaltan,Satara,Maharashtra,Ganesh Chavan,Disease_Images/Lumpy_Skin_Disease
HR0307,DS228,Buffalo,Jaffarabadi,3.6,Male,561,38.9,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-17,Phaltan,Phaltan,Satara,Maharashtra,Ganesh Chavan,Disease_Images/Healthy
HR0308,DS229,Cow,Red Kandhari,9.9,Female,486,38.8,skin problem,"Grey crusty round lesions around eyes, mild itching",Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-08-14,Junnar,Junnar,Pune,Maharashtra,Mangal Pawar,Disease_Images/Ringworm
HR0309,DS229,Cow,Red Kandhari,9.9,Female,486,38.3,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-24,Junnar,Junnar,Pune,Maharashtra,Mangal Pawar,Disease_Images/Healthy
HR0310,DS230,Cow,Sahiwal,5.1,Female,387,38.3,skin problem,Patchy hair loss with dry scales on shoulder,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-07-16,Miraj,Miraj,Sangli,Maharashtra,Vijay More,Disease_Images/Ringworm
HR0311,DS231,Cow,Crossbred,9.0,Female,500,38.1,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-21,Junnar,Junnar,Pune,Maharashtra,Prakash Kadam,Disease_Images/Healthy
HR0312,DS232,Cow,Holstein Friesian,6.4,Female,473,38.9,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-12,Phaltan,Phaltan,Satara,Maharashtra,Bhagwan Chavan,Disease_Images/Healthy
HR0313,DS233,Buffalo,Nili-Ravi,8.5,Female,617,40.0,loss of appetite;reduced milk production;weakness,"Excess salivation, smacking lips, blisters on tongue, reluctant to walk",Foot_Mouth_Disease,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Verified,2026-09-19,Sinnar,Sinnar,Nashik,Maharashtra,Meena Pawar,Disease_Images/Foot_Mouth_Disease
HR0314,DS234,Cow,Holstein Friesian,1.5,Male,322,39.5,skin problem;fever;loss of appetite,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,75,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Needs Review,2026-07-24,Baramati,Baramati,Pune,Maharashtra,Ganesh Pawar,Disease_Images/Lumpy_Skin_Disease
HR0315,DS235,Cow,Sahiwal,6.5,Female,328,38.6,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-05,Phaltan,Phaltan,Satara,Maharashtra,Ramesh Patil,Disease_Images/Healthy
HR0316,DS236,Cow,Red Kandhari,3.7,Female,332,38.9,skin problem,Circular hairless scaly patches on face and neck,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Needs Review,2026-09-20,Shirol,Shirol,Kolhapur,Maharashtra,Kavita Kale,Disease_Images/Ringworm
HR0317,DS237,Cow,Deoni,1.9,Female,352,38.7,skin problem,"Grey crusty round lesions around eyes, mild itching",Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-05-27,Shirur,Shirur,Pune,Maharashtra,Kavita More,Disease_Images/Ringworm
HR0318,DS238,Buffalo,Murrah,5.3,Female,429,39.8,reduced milk production;weakness,"Hard quarter of udder, flakes in milk, kicks when milked",Mastitis,24,Low,General health concern,Continue preventive care and monitor for new symptoms.,Open,2026-08-04,Kagal,Kagal,Kolhapur,Maharashtra,Sachin Bhosale,Disease_Images/Mastitis
HR0319,DS239,Cow,Jersey,1.1,Female,374,40.5,skin problem;fever;loss of appetite;weakness,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-09-10,Miraj,Miraj,Sangli,Maharashtra,Sopan Bhosale,Disease_Images/Lumpy_Skin_Disease
HR0320,DS240,Cow,Deoni,2.1,Female,366,39.0,skin problem,"Grey crusty round lesions around eyes, mild itching",Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Needs Review,2026-09-01,Baramati,Baramati,Pune,Maharashtra,Sanjay Pawar,Disease_Images/Ringworm
HR0321,DS240,Cow,Deoni,2.1,Female,366,38.0,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-09,Baramati,Baramati,Pune,Maharashtra,Sanjay Pawar,Disease_Images/Healthy
